company,date,revenue,expense,cogs,gross_profit,operating_profit,net_profit,category,region
AlphaCorp,2024-08-08,2228.11,2294.82,1273.02,955.09,221.07,97.93,Marketing,South
AlphaCorp,2024-08-09,2457.35,1895.57,1269.25,1188.1,447.87,214.64,IT,West
AlphaCorp,2024-08-10,2346.52,1957.33,1235.29,1111.23,453.97,345.62,Operations,North
AlphaCorp,2024-08-11,1577.82,1094.68,709.91,867.91,490.21,413.1,HR,East
AlphaCorp,2024-08-12,1520.48,1079.24,663.77,856.71,440.59,318.14,HR,East
AlphaCorp,2024-08-13,2179.87,1711.13,1111.7,1068.16,555.04,427.93,Operations,North
AlphaCorp,2024-08-14,1765.31,1249.48,727.92,1037.4,639.39,564.6,Operations,East
AlphaCorp,2024-08-15,2393.5,2035.44,1038.09,1355.41,572.75,438.69,IT,West
AlphaCorp,2024-08-16,2379.44,2219.82,1445.93,933.5,460.67,377.41,IT,North
AlphaCorp,2024-08-17,1457.73,925.33,597.83,859.9,537.07,460.78,HR,South
AlphaCorp,2024-08-18,2077.78,1213.9,656.88,1420.89,1086.49,1021.87,IT,South
AlphaCorp,2024-08-19,1838.29,1752.16,1222.22,616.07,123.48,-24.42,Operations,East
AlphaCorp,2024-08-20,1596.26,1071.85,566.55,1029.71,651.05,527.68,HR,East
AlphaCorp,2024-08-21,2728.8,5514.53,2884.38,-155.58,-2206.29,-2317.78,Marketing,West
AlphaCorp,2024-08-22,2521.83,2333.21,1190.53,1331.3,495.47,358.75,Marketing,West
AlphaCorp,2024-08-23,1868.52,1178.64,669.75,1198.76,920.15,813.62,Operations,South
AlphaCorp,2024-08-24,2621.09,2459.32,1600.04,1021.05,435.63,341.32,IT,North
AlphaCorp,2024-08-25,1792.77,1712.73,1089.6,703.17,86.06,-0.48,Operations,East
AlphaCorp,2024-08-26,2417.79,2534.3,1672.43,745.36,-82.76,-196.79,Operations,West
AlphaCorp,2024-08-27,2329.87,1504.77,874.95,1454.92,951.9,838.36,Marketing,South
AlphaCorp,2024-08-28,2292.13,2220.69,1172.11,1120.02,584.17,437.16,Marketing,East
AlphaCorp,2024-08-29,1977.48,1930.42,1319.29,658.19,-12.35,-95.32,Operations,East
AlphaCorp,2024-08-30,2475.6,2025.29,1119.95,1355.65,828.03,712.69,Marketing,East
AlphaCorp,2024-08-31,2646.12,4186.38,2577.29,68.84,-1499.26,-1563.96,Marketing,West
AlphaCorp,2024-09-01,1967.82,1548.47,979.09,988.73,501.1,437.28,Operations,East
AlphaCorp,2024-09-02,1728.41,2303.5,1342.86,385.55,-275.06,-376.8,Marketing,South
AlphaCorp,2024-09-03,2350.06,2267.7,1261.52,1088.54,311.05,181.76,Operations,North
AlphaCorp,2024-09-04,1627.89,1128.37,666.02,961.87,533.54,390.48,HR,North
AlphaCorp,2024-09-05,1631.31,1165.92,748.47,882.84,526.35,464.51,Operations,East
AlphaCorp,2024-09-06,1517.09,1627.74,892.08,625.01,233.97,180.42,HR,South
AlphaCorp,2024-09-07,1483.03,1016.54,648.1,834.93,571.41,462.31,HR,East
AlphaCorp,2024-09-08,1508.36,1491.33,909.65,598.71,78.71,-37.93,Operations,North
AlphaCorp,2024-09-09,1795.75,1415.44,926.24,869.51,367.8,313.55,IT,South
AlphaCorp,2024-09-10,2262.31,2283.06,1338.42,923.88,332.16,243.97,Operations,North
AlphaCorp,2024-09-11,2000.15,1173.26,646.14,1354.0,993.47,907.73,IT,South
AlphaCorp,2024-09-12,1659.78,1280.71,790.31,869.47,464.14,316.33,IT,East
AlphaCorp,2024-09-13,2003.07,1421.36,896.56,1106.51,552.3,478.61,IT,East
AlphaCorp,2024-09-14,1241.23,637.36,416.15,825.08,597.45,489.63,HR,East
AlphaCorp,2024-09-15,1111.14,556.53,318.64,792.5,635.39,574.11,HR,East
AlphaCorp,2024-09-16,1465.65,821.77,450.24,1015.41,766.32,711.4,HR,East
AlphaCorp,2024-09-17,1804.35,1623.49,907.29,897.06,518.68,408.12,Operations,South
AlphaCorp,2024-09-18,2040.39,1192.29,610.06,1430.33,1022.57,931.7,Operations,South
AlphaCorp,2024-09-19,1499.18,959.5,515.56,983.62,636.12,583.99,HR,South
AlphaCorp,2024-09-20,2265.45,1963.81,996.33,1269.12,737.5,622.93,Marketing,South
AlphaCorp,2024-09-21,2743.22,3239.05,1641.96,1101.26,-122.31,-192.69,Marketing,West
AlphaCorp,2024-09-22,2482.19,2452.6,1402.77,1079.42,528.09,442.12,Operations,West
AlphaCorp,2024-09-23,1812.93,1533.14,1026.53,786.4,182.04,96.51,IT,East
AlphaCorp,2024-09-24,1908.56,2648.54,1599.15,309.41,-450.46,-522.92,Operations,South
AlphaCorp,2024-09-25,1172.59,974.48,632.82,539.77,226.17,163.0,HR,North
AlphaCorp,2024-09-26,2261.02,4992.7,3290.24,-1029.21,-2854.56,-2968.7,Marketing,East
AlphaCorp,2024-09-27,2616.42,3919.59,2654.39,-37.96,-946.64,-1081.03,IT,North
AlphaCorp,2024-09-28,1800.51,1332.44,670.27,1130.24,621.3,491.7,Operations,South
AlphaCorp,2024-09-29,1400.34,861.34,598.8,801.55,567.4,438.33,HR,East
AlphaCorp,2024-09-30,1950.55,1326.93,829.41,1121.14,827.09,716.12,IT,East
AlphaCorp,2024-10-01,1863.74,1214.52,776.6,1087.14,806.98,688.41,HR,North
AlphaCorp,2024-10-02,2459.18,2228.41,1415.73,1043.45,330.77,191.55,Marketing,East
AlphaCorp,2024-10-03,2626.76,2134.05,1132.42,1494.34,776.98,648.86,Operations,West
AlphaCorp,2024-10-04,2106.58,1609.83,897.61,1208.96,585.79,465.14,Operations,South
AlphaCorp,2024-10-05,2566.28,2296.41,1595.52,970.76,304.61,212.22,Marketing,South
AlphaCorp,2024-10-06,2744.56,2035.61,1187.2,1557.36,777.68,659.54,IT,West
AlphaCorp,2024-10-07,2402.09,1663.02,922.73,1479.36,929.98,823.39,IT,East
AlphaCorp,2024-10-08,1662.77,1163.83,676.01,986.76,693.92,616.39,HR,East
AlphaCorp,2024-10-09,2129.97,1518.82,924.48,1205.49,662.66,570.61,IT,East
AlphaCorp,2024-10-10,1952.78,1831.81,1085.05,867.74,263.41,195.77,Operations,East
AlphaCorp,2024-10-11,2097.86,1195.76,747.3,1350.57,962.5,876.5,Operations,South
AlphaCorp,2024-10-12,1967.58,1011.01,601.17,1366.41,994.57,902.91,HR,West
AlphaCorp,2024-10-13,2449.36,1647.09,1060.5,1388.86,932.67,834.64,Operations,North
AlphaCorp,2024-10-14,2343.67,1449.76,959.73,1383.93,1015.21,953.98,IT,North
AlphaCorp,2024-10-15,3159.8,3844.12,2259.95,899.85,-185.67,-299.12,Marketing,West
AlphaCorp,2024-10-16,2465.35,2253.38,1159.44,1305.91,675.6,618.99,Operations,West
AlphaCorp,2024-10-17,2904.86,4007.56,2616.78,288.08,-1157.51,-1252.78,Marketing,West
AlphaCorp,2024-10-18,2310.8,1657.27,865.08,1445.71,842.05,695.13,Operations,North
AlphaCorp,2024-10-19,1912.7,1475.56,894.68,1018.02,458.48,311.83,HR,North
AlphaCorp,2024-10-20,1417.25,917.59,619.36,797.89,588.05,442.53,HR,West
AlphaCorp,2024-10-21,2850.67,2799.04,1841.8,1008.87,138.39,71.39,Marketing,West
AlphaCorp,2024-10-22,1946.64,1757.4,1069.89,876.75,235.09,83.11,HR,West
AlphaCorp,2024-10-23,2172.26,1612.33,988.42,1183.84,795.94,740.91,HR,West
AlphaCorp,2024-10-24,2080.6,1881.3,1083.1,997.5,531.32,437.56,Operations,North
AlphaCorp,2024-10-25,2725.76,2856.7,1759.58,966.18,96.3,41.31,Marketing,North
AlphaCorp,2024-10-26,1818.0,1049.46,656.96,1161.04,804.44,681.95,Operations,South
AlphaCorp,2024-10-27,2347.01,2083.89,1368.01,979.0,387.22,247.61,Marketing,South
AlphaCorp,2024-10-28,2439.95,2475.42,1479.88,960.07,-22.79,-144.17,Operations,North
AlphaCorp,2024-10-29,2180.69,1551.89,1050.5,1130.18,625.77,544.86,Operations,North
AlphaCorp,2024-10-30,2354.42,1841.7,1261.84,1092.58,433.93,367.65,Operations,North
AlphaCorp,2024-10-31,2413.24,1605.37,835.43,1577.81,1208.62,1128.84,Operations,North
AlphaCorp,2024-11-01,2677.78,2680.44,1856.57,821.2,268.49,130.27,Marketing,East
AlphaCorp,2024-11-02,2718.08,3012.64,1589.38,1128.71,339.08,261.26,Operations,West
AlphaCorp,2024-11-03,2213.7,1054.82,607.08,1606.62,1317.43,1242.77,IT,South
AlphaCorp,2024-11-04,1849.53,1322.14,845.69,1003.84,656.42,521.02,HR,East
AlphaCorp,2024-11-05,2464.35,2237.45,1501.06,963.29,341.96,210.42,Operations,North
AlphaCorp,2024-11-06,1982.76,1472.61,1005.85,976.9,451.64,323.96,HR,East
AlphaCorp,2024-11-07,2002.46,3503.15,2327.17,-324.71,-1350.16,-1438.02,HR,North
AlphaCorp,2024-11-08,2500.61,2068.31,1415.72,1084.9,296.07,188.04,Operations,East
AlphaCorp,2024-11-09,2550.85,1391.92,784.37,1766.48,1229.6,1136.93,IT,South
AlphaCorp,2024-11-10,2583.17,2469.77,1264.4,1318.76,484.9,337.56,Marketing,South
AlphaCorp,2024-11-11,2941.49,2664.75,1523.08,1418.41,517.42,422.25,Marketing,East
AlphaCorp,2024-11-12,3091.66,2846.52,1612.39,1479.27,782.19,722.42,IT,West
AlphaCorp,2024-11-13,2660.4,1863.49,989.01,1671.39,1021.9,897.46,Operations,North
AlphaCorp,2024-11-14,2966.06,2182.19,1205.13,1760.93,1106.46,1027.26,Marketing,East
AlphaCorp,2024-11-15,2604.62,1544.06,931.44,1673.19,1242.75,1158.45,IT,South
AlphaCorp,2024-11-16,2379.18,1747.91,1084.22,1294.96,923.71,866.75,Operations,East
AlphaCorp,2024-11-17,3022.28,3244.63,2180.19,842.09,-132.26,-189.78,Marketing,North
AlphaCorp,2024-11-18,2571.34,3101.62,1883.92,687.42,-518.84,-591.47,Marketing,North
AlphaCorp,2024-11-19,2463.0,1485.46,1009.92,1453.08,886.63,608.71,HR,West
AlphaCorp,2024-11-20,2700.38,2776.75,1731.35,969.03,-15.99,-111.73,Marketing,East
AlphaCorp,2024-11-21,2582.77,1723.13,867.81,1714.95,1132.24,1082.07,IT,South
AlphaCorp,2024-11-22,2764.47,4498.4,2787.48,-23.01,-1194.17,-1256.22,IT,North
AlphaCorp,2024-11-23,1840.36,2671.4,1400.27,440.09,-340.08,-440.24,HR,North
AlphaCorp,2024-11-24,3331.15,4385.81,2591.87,739.28,-242.89,-318.0,Marketing,West
AlphaCorp,2024-11-25,2714.82,1906.86,1268.15,1446.67,869.91,761.91,Marketing,East
AlphaCorp,2024-11-26,1811.39,1120.08,718.97,1092.43,819.21,671.23,HR,East
AlphaCorp,2024-11-27,2711.7,1788.5,925.16,1786.54,1417.93,1278.78,IT,East
AlphaCorp,2024-11-28,2676.34,2345.66,1174.38,1501.95,930.02,828.12,Marketing,South
AlphaCorp,2024-11-29,2463.88,1960.33,1302.66,1161.21,669.31,536.7,IT,East
AlphaCorp,2024-11-30,2809.66,2328.84,1457.32,1352.35,524.48,426.37,Operations,North
AlphaCorp,2024-12-01,3867.65,7898.69,5148.05,-1280.39,-3470.03,-2354.07,Marketing,West
AlphaCorp,2024-12-02,3113.62,3057.12,1931.79,1181.84,522.63,395.99,IT,West
AlphaCorp,2024-12-03,3018.4,1805.86,904.5,2113.9,1648.11,1563.83,IT,North
AlphaCorp,2024-12-04,2525.42,1825.79,1146.41,1379.01,890.23,749.4,Operations,South
AlphaCorp,2024-12-05,2486.13,2183.38,1106.33,1379.8,643.64,575.1,Operations,South
AlphaCorp,2024-12-06,3216.97,2379.19,1432.66,1784.31,870.25,753.93,Marketing,East
AlphaCorp,2024-12-07,2168.96,2254.36,1558.2,610.76,-43.64,-192.89,Marketing,South
AlphaCorp,2024-12-08,2204.21,1364.82,701.05,1503.16,1100.99,988.11,HR,East
AlphaCorp,2024-12-09,2208.49,1151.3,690.34,1518.15,1116.25,1059.69,HR,East
AlphaCorp,2024-12-10,3167.16,2864.72,1895.3,1271.87,385.35,326.46,Operations,West
AlphaCorp,2024-12-11,3263.92,2549.83,1487.73,1776.19,999.6,884.3,Operations,West
AlphaCorp,2024-12-12,3691.03,3325.64,2204.26,1486.77,308.52,172.17,IT,West
AlphaCorp,2024-12-13,3067.98,2535.67,1357.8,1710.18,1084.18,1015.77,IT,East
AlphaCorp,2024-12-14,2851.2,1436.35,943.09,1908.11,1602.2,1518.36,IT,East
AlphaCorp,2024-12-15,2125.51,1206.67,659.04,1466.47,1006.25,870.17,HR,South
AlphaCorp,2024-12-16,2461.64,1971.1,1128.44,1333.2,562.18,479.67,HR,West
AlphaCorp,2024-12-17,3281.66,2228.04,1541.32,1740.34,913.26,861.73,IT,North
AlphaCorp,2024-12-18,3017.28,2304.09,1477.58,1539.7,792.84,696.91,Operations,North
AlphaCorp,2024-12-19,2609.15,1927.48,1265.92,1343.23,768.47,685.16,IT,South
AlphaCorp,2024-12-20,2016.36,873.14,562.84,1453.51,1168.26,1082.38,HR,East
AlphaCorp,2024-12-21,2665.88,2144.33,1257.93,1407.95,802.25,724.22,IT,South
AlphaCorp,2024-12-22,2166.12,1041.92,580.92,1585.2,1179.48,1112.2,HR,East
AlphaCorp,2024-12-23,1546.99,733.27,405.46,1141.53,879.58,819.09,HR,East
AlphaCorp,2024-12-24,2303.3,1556.93,947.82,1355.48,761.43,659.74,HR,East
AlphaCorp,2024-12-25,2425.01,1724.26,920.72,1504.29,1097.39,976.5,HR,West
AlphaCorp,2024-12-26,3118.88,1803.89,974.28,2144.6,1664.23,1532.11,IT,West
AlphaCorp,2024-12-27,2531.41,1914.92,1140.73,1390.69,909.32,778.81,Operations,South
AlphaCorp,2024-12-28,3164.92,2847.29,1731.17,1433.75,452.73,307.87,Marketing,East
AlphaCorp,2024-12-29,2369.09,1817.34,1053.59,1315.49,693.81,568.25,Operations,South
AlphaCorp,2024-12-30,2904.07,2308.02,1555.92,1348.16,430.47,348.51,Operations,North
BetaLtd,2023-01-01,1557.72,1409.73,893.45,664.27,333.2,189.92,Marketing,North
BetaLtd,2023-01-02,1636.06,980.69,636.57,999.5,607.55,545.23,IT,North
BetaLtd,2023-01-03,1160.55,695.43,411.52,749.03,470.89,394.64,IT,South
BetaLtd,2023-01-04,1245.93,1164.76,595.94,649.99,383.11,250.14,Marketing,West
BetaLtd,2023-01-05,1330.91,1187.82,697.63,633.28,278.32,201.16,IT,East
BetaLtd,2023-01-06,926.27,509.86,283.24,643.03,454.73,374.81,HR,South
BetaLtd,2023-01-07,911.29,376.49,211.13,700.16,576.01,435.62,HR,East
BetaLtd,2023-01-08,1177.7,633.87,413.96,763.74,610.07,513.7,IT,East
BetaLtd,2023-01-09,1266.26,1834.79,1239.73,26.53,-407.52,-462.36,Marketing,North
BetaLtd,2023-01-10,1304.2,994.82,498.33,805.87,483.22,400.09,Operations,North
BetaLtd,2023-01-11,892.49,407.54,250.78,641.72,557.5,449.48,HR,North
BetaLtd,2023-01-12,1366.28,1437.83,805.82,560.46,217.64,134.43,Marketing,East
BetaLtd,2023-01-13,820.22,514.51,332.92,487.3,315.32,215.71,Operations,South
BetaLtd,2023-01-14,1217.88,1415.92,941.32,276.55,-229.02,-279.27,Marketing,North
BetaLtd,2023-01-15,1079.56,719.72,481.91,597.66,328.38,188.9,IT,East
BetaLtd,2023-01-16,1010.27,679.87,376.07,634.21,468.74,335.71,Operations,South
BetaLtd,2023-01-17,934.29,546.44,315.4,618.89,500.58,400.59,HR,North
BetaLtd,2023-01-18,1724.42,1603.29,1102.0,622.42,195.31,140.16,IT,West
BetaLtd,2023-01-19,1921.06,1561.61,892.25,1028.8,511.38,442.23,Marketing,West
BetaLtd,2023-01-20,1053.38,922.58,528.51,524.87,209.43,104.35,HR,West
BetaLtd,2023-01-21,1532.92,1248.35,724.24,808.68,349.9,191.93,Operations,West
BetaLtd,2023-01-22,713.57,559.26,308.07,405.5,225.16,129.35,HR,East
BetaLtd,2023-01-23,1097.71,852.23,505.94,591.76,292.76,216.47,HR,East
BetaLtd,2023-01-24,1483.11,1208.22,828.48,654.63,280.78,200.89,IT,North
BetaLtd,2023-01-25,1324.6,1856.65,1272.76,51.83,-591.93,-649.46,Marketing,North
BetaLtd,2023-01-26,1466.93,1603.35,1101.66,365.27,-113.83,-218.66,Marketing,North
BetaLtd,2023-01-27,1012.37,624.75,392.56,619.81,475.61,357.66,HR,West
BetaLtd,2023-01-28,962.2,658.41,445.53,516.67,370.33,285.63,HR,North
BetaLtd,2023-01-29,1421.31,1041.71,650.38,770.93,360.42,216.57,IT,East
BetaLtd,2023-01-30,1506.78,1096.01,747.64,759.14,353.36,217.35,IT,West
BetaLtd,2023-01-31,854.0,600.42,375.3,478.7,343.95,238.71,HR,North
BetaLtd,2023-02-01,1974.14,2716.51,1422.32,551.82,-309.4,-295.64,Marketing,West
BetaLtd,2023-02-02,1646.58,1240.98,800.71,845.87,352.18,223.55,Operations,West
BetaLtd,2023-02-03,1056.15,520.4,349.97,706.18,551.27,491.79,HR,East
BetaLtd,2023-02-04,1334.43,869.36,534.47,799.95,603.95,545.06,Operations,East
BetaLtd,2023-02-05,1046.88,726.25,432.49,614.39,427.2,322.45,HR,North
BetaLtd,2023-02-06,723.55,388.54,262.66,460.89,361.87,224.91,HR,South
BetaLtd,2023-02-07,1485.14,840.2,471.82,1013.32,685.84,600.77,IT,East
BetaLtd,2023-02-08,1769.7,1504.48,991.45,778.25,344.23,255.67,IT,West
BetaLtd,2023-02-09,1270.5,908.99,544.53,725.97,388.68,248.8,IT,West
BetaLtd,2023-02-10,883.04,478.56,247.7,635.34,467.73,328.45,HR,South
BetaLtd,2023-02-11,916.15,509.96,318.48,597.68,441.16,336.78,HR,East
BetaLtd,2023-02-12,1187.27,705.14,439.95,747.31,577.32,526.42,HR,West
BetaLtd,2023-02-13,1409.6,1333.12,681.53,728.07,364.34,261.88,Operations,North
BetaLtd,2023-02-14,1646.57,1802.6,1225.93,420.64,-105.67,-188.06,Marketing,North
BetaLtd,2023-02-15,1460.19,1628.77,958.61,501.58,102.5,7.59,Marketing,East
BetaLtd,2023-02-16,1345.78,873.74,608.43,737.35,522.12,395.24,Operations,North
BetaLtd,2023-02-17,1382.19,971.13,508.59,873.6,521.19,446.48,Operations,North
BetaLtd,2023-02-18,1146.51,869.86,458.93,687.58,385.09,267.64,IT,South
BetaLtd,2023-02-19,1120.8,925.81,541.19,579.61,331.78,245.16,Operations,North
BetaLtd,2023-02-20,1744.4,1806.4,1033.75,710.65,215.75,142.48,Marketing,West
BetaLtd,2023-02-21,1322.92,878.07,537.39,785.52,581.57,521.17,IT,North
BetaLtd,2023-02-22,1090.32,887.07,494.35,595.97,253.44,144.85,HR,North
BetaLtd,2023-02-23,2027.24,2142.35,1181.75,845.49,326.57,236.02,Marketing,North
BetaLtd,2023-02-24,1028.48,543.19,367.43,661.05,468.15,327.6,HR,East
BetaLtd,2023-02-25,1235.13,929.82,569.96,665.17,463.1,364.46,HR,North
BetaLtd,2023-02-26,1432.3,1663.72,888.01,544.29,183.84,86.96,Marketing,East
BetaLtd,2023-02-27,1817.74,1815.12,1262.79,554.94,-33.88,-182.88,IT,West
BetaLtd,2023-02-28,1577.62,1221.21,654.53,923.09,529.5,464.48,Marketing,East
BetaLtd,2023-03-01,1212.81,984.85,555.91,656.9,398.96,226.42,HR,West
BetaLtd,2023-03-02,1541.03,1421.21,869.06,671.96,141.23,78.01,Marketing,South
BetaLtd,2023-03-03,1714.58,1467.77,808.22,906.36,354.3,287.46,Operations,West
BetaLtd,2023-03-04,1654.68,1443.93,879.37,775.31,232.23,134.84,IT,East
BetaLtd,2023-03-05,1417.32,1099.24,768.36,648.95,225.88,102.22,Marketing,North
BetaLtd,2023-03-06,1443.44,1450.34,962.02,481.42,2.36,-70.85,Marketing,South
BetaLtd,2023-03-07,1649.89,928.84,515.58,1134.31,869.07,765.7,IT,North
BetaLtd,2023-03-08,931.9,619.64,372.7,559.2,426.78,342.74,Operations,East
BetaLtd,2023-03-09,1657.91,1369.38,742.17,915.73,404.84,298.43,Marketing,South
BetaLtd,2023-03-10,1882.86,1989.4,1313.87,568.99,-38.04,-124.57,Marketing,West
BetaLtd,2023-03-11,1327.09,1077.44,556.05,771.04,546.88,449.24,Marketing,West
BetaLtd,2023-03-12,1016.78,851.29,590.45,426.33,142.82,-6.46,HR,West
BetaLtd,2023-03-13,1521.25,1233.46,782.78,738.47,413.17,326.88,Operations,South
BetaLtd,2023-03-14,1365.58,1274.15,779.43,586.15,256.73,166.05,Marketing,North
BetaLtd,2023-03-15,1265.03,848.53,573.43,691.6,376.42,243.33,HR,North
BetaLtd,2023-03-16,1349.9,879.97,534.13,815.77,612.73,491.34,Marketing,South
BetaLtd,2023-03-17,1983.1,1529.02,806.08,1177.02,684.75,604.94,Marketing,North
BetaLtd,2023-03-18,898.26,463.23,263.36,634.9,537.28,445.27,HR,East
BetaLtd,2023-03-19,1346.98,677.61,366.63,980.35,843.09,739.3,HR,West
BetaLtd,2023-03-20,1544.23,956.35,572.22,972.01,620.71,522.92,Operations,East
BetaLtd,2023-03-21,1062.52,688.16,458.5,604.02,375.42,247.69,HR,South
BetaLtd,2023-03-22,1902.59,2065.55,1363.36,539.23,80.68,-7.91,Marketing,West
BetaLtd,2023-03-23,897.42,473.12,253.82,643.59,535.78,446.05,HR,South
BetaLtd,2023-03-24,1056.08,611.91,402.8,653.28,425.94,370.35,HR,North
BetaLtd,2023-03-25,1653.31,1469.77,922.41,730.9,271.5,189.75,Operations,North
BetaLtd,2023-03-26,1713.42,1399.17,902.86,810.56,264.4,202.32,Operations,West
BetaLtd,2023-03-27,1728.81,2150.03,1092.51,636.3,-171.18,-246.66,Marketing,North
BetaLtd,2023-03-28,1604.08,1198.56,816.53,787.54,433.34,340.97,Operations,West
BetaLtd,2023-03-29,907.18,593.61,325.4,581.78,365.67,238.37,HR,East
BetaLtd,2023-03-30,1580.5,1562.4,882.3,698.2,317.07,264.89,Operations,North
BetaLtd,2023-03-31,1251.32,1211.84,793.41,457.91,176.88,125.71,Marketing,East
BetaLtd,2023-04-01,1151.48,1031.7,528.59,622.9,413.32,286.7,HR,West
BetaLtd,2023-04-02,1488.48,1316.24,716.57,771.9,359.04,220.92,Operations,North
BetaLtd,2023-04-03,1190.56,1876.46,1098.43,92.13,-592.81,-664.29,Marketing,South
BetaLtd,2023-04-04,1545.65,1267.52,680.12,865.53,417.88,313.05,Operations,North
BetaLtd,2023-04-05,1215.77,869.56,520.76,695.01,373.14,315.04,IT,South
BetaLtd,2023-04-06,1181.17,969.95,575.95,605.22,353.2,239.0,Operations,East
BetaLtd,2023-04-07,1824.49,1395.32,944.0,880.49,519.01,453.37,Marketing,East
BetaLtd,2023-04-08,1942.03,1460.27,910.27,1031.75,698.71,414.64,Operations,West
BetaLtd,2023-04-09,1463.91,947.4,563.42,900.49,678.66,590.1,Operations,North
BetaLtd,2023-04-10,1608.67,1921.02,983.05,625.62,109.12,-15.69,Marketing,East
BetaLtd,2023-04-11,1564.92,1229.36,712.0,852.92,522.97,405.78,Operations,East
BetaLtd,2023-04-12,1892.26,1874.42,954.42,937.84,550.35,459.53,Marketing,West
BetaLtd,2023-04-13,1348.52,1095.9,710.46,638.06,415.14,323.64,Operations,East
BetaLtd,2023-04-14,1530.03,883.6,502.85,1027.18,716.13,610.39,HR,West
BetaLtd,2023-04-15,1395.05,1268.3,726.98,668.08,276.92,183.24,Operations,East
BetaLtd,2023-04-16,1809.94,1564.48,1029.3,780.63,395.94,335.52,Marketing,West
BetaLtd,2023-04-17,1726.17,913.3,467.59,1258.59,1035.28,935.88,IT,North
BetaLtd,2023-04-18,1538.82,1401.03,784.97,753.84,280.11,150.72,Marketing,East
BetaLtd,2023-04-19,1323.98,863.53,455.15,868.83,542.58,453.63,HR,West
BetaLtd,2023-04-20,1632.06,1597.72,1006.86,625.21,229.02,127.36,Operations,North
BetaLtd,2023-04-21,1105.09,679.93,385.93,719.16,491.48,378.48,HR,North
BetaLtd,2023-04-22,1592.63,1182.74,754.24,838.38,479.87,345.35,Operations,West
BetaLtd,2023-04-23,1292.6,897.14,511.9,780.69,561.94,480.28,HR,West
BetaLtd,2023-04-24,1768.9,2028.36,1316.86,452.04,-205.09,-336.66,Marketing,East
BetaLtd,2023-04-25,1624.51,1548.96,992.99,631.51,77.5,-42.43,Operations,North
BetaLtd,2023-04-26,1629.78,1849.84,1193.04,436.74,-289.06,-407.76,Operations,West
BetaLtd,2023-04-27,1386.1,1244.35,633.89,752.2,464.29,323.77,Marketing,North
BetaLtd,2023-04-28,1671.27,2031.08,1320.54,350.73,-348.66,-433.4,Marketing,North
BetaLtd,2023-04-29,1476.64,1175.64,780.27,696.37,242.9,143.88,IT,South
BetaLtd,2023-04-30,1633.77,1219.03,688.06,945.72,502.56,437.09,Operations,West
BetaLtd,2023-05-01,1585.29,1242.24,762.14,823.15,339.8,286.81,Operations,North
BetaLtd,2023-05-02,1314.55,1003.19,509.2,805.35,574.18,482.31,Operations,South
BetaLtd,2023-05-03,1509.14,1162.1,645.74,863.4,499.75,354.08,Marketing,South
BetaLtd,2023-05-04,1063.77,634.76,417.78,645.99,399.81,260.65,HR,East
BetaLtd,2023-05-05,1434.43,1095.6,741.45,692.98,343.84,271.98,IT,West
BetaLtd,2023-05-06,1452.84,1120.48,705.87,746.97,482.66,387.73,Operations,North
BetaLtd,2023-05-07,1037.03,488.85,323.34,713.68,528.88,385.76,HR,North
BetaLtd,2023-05-08,1199.65,1214.6,756.3,443.35,-39.07,-148.03,IT,West
BetaLtd,2023-05-09,1696.2,1497.35,916.49,779.71,465.84,402.53,Marketing,North
BetaLtd,2023-05-10,1609.9,1413.68,874.95,734.95,423.98,344.22,Marketing,East
BetaLtd,2023-05-11,1289.26,1158.39,682.96,606.29,182.02,82.8,HR,West
BetaLtd,2023-05-12,1434.24,1422.87,727.41,706.83,321.57,198.7,Operations,West
BetaLtd,2023-05-13,1681.29,1860.25,1165.48,515.81,49.92,-49.74,Marketing,East
BetaLtd,2023-05-14,1013.34,527.08,364.29,649.05,449.32,314.88,HR,South
BetaLtd,2023-05-15,2019.41,1496.57,765.35,1254.05,661.39,558.39,Marketing,North
BetaLtd,2023-05-16,1544.39,1493.04,797.88,746.51,279.04,180.92,IT,West
BetaLtd,2023-05-17,1438.78,936.79,572.4,866.38,518.55,459.88,Operations,North
BetaLtd,2023-05-18,1492.99,1010.32,583.98,909.01,588.97,509.23,IT,East
BetaLtd,2023-05-19,1737.35,1395.72,844.06,893.29,426.53,344.15,IT,North
BetaLtd,2023-05-20,1509.9,952.47,593.84,916.06,562.39,443.52,Operations,North
BetaLtd,2023-05-21,1451.71,2279.65,1570.9,-119.19,-839.46,-912.34,Marketing,East
BetaLtd,2023-05-22,1209.58,691.26,417.61,791.97,521.17,385.03,HR,South
BetaLtd,2023-05-23,1339.8,1334.7,725.33,614.47,118.05,7.88,Operations,East
BetaLtd,2023-05-24,1001.78,515.34,297.32,704.47,571.67,491.27,HR,South
BetaLtd,2023-05-25,1086.6,842.5,541.05,545.55,303.04,201.0,IT,East
BetaLtd,2023-05-26,1110.38,677.15,344.66,765.73,626.52,557.67,HR,North
BetaLtd,2023-05-27,1112.25,803.01,429.15,683.11,460.12,394.15,Operations,South
BetaLtd,2023-05-28,1199.81,828.98,487.6,712.21,488.07,424.32,HR,North
BetaLtd,2023-05-29,1157.2,992.33,562.5,594.7,389.37,293.36,Operations,East
BetaLtd,2023-05-30,1588.35,892.84,466.95,1121.4,854.91,709.58,IT,North
BetaLtd,2023-05-31,1009.89,790.08,491.85,518.04,219.61,87.08,HR,East
